promotion_threshold,promotion_ratio,promotion_mid_gain,promotion_adapt_gain,freq_sharpe,noprom_sharpe,sharpe_delta,freq_return,noprom_return,return_delta,freq_post_shift_pnl,noprom_post_shift_pnl,post_shift_delta,freq_promotion_count,freq_promotion_delay,freq_focus
0.00035,0.2,0.0,0.0,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,240.4,117.4,0.8246003255289323
0.00035,0.2,0.0,0.1,15.846425206734839,15.84779072871435,-0.0013655219795101203,0.24433631522504434,0.24262805603606843,0.001708259188975908,0.060867611663722884,0.06047758388492589,0.0003900277787969933,239.6,117.4,0.871612751370224
0.00035,0.2,0.0,0.25,15.565874158803961,15.84779072871435,-0.28191656991038805,0.2430144782677882,0.24262805603606843,0.0003864222317197519,0.06049202254330539,0.06047758388492589,1.4438658379502256e-05,231.4,117.2,0.8603021416606704
0.00035,0.2,0.0,0.5,15.270006130540562,15.84779072871435,-0.5777845981737872,0.2425424953271384,0.24262805603606843,-8.556070893003809e-05,0.060508760468297805,0.06047758388492589,3.117658337191409e-05,222.6,117.2,0.8541212064283039
0.00035,0.2,0.5,0.0,15.79187535875053,15.84779072871435,-0.055915369963818407,0.24175598951521104,0.24262805603606843,-0.0008720665208573897,0.060376393533284466,0.06047758388492589,-0.00010119035164142531,240.4,117.4,0.8020763530735792
0.00035,0.2,0.5,0.1,15.837963216698563,15.84779072871435,-0.0098275120157858,0.24425622756634616,0.24262805603606843,0.0016281715302777222,0.06084930778945308,0.06047758388492589,0.0003717239045271867,239.6,117.4,0.8619749006267658
0.00035,0.2,0.5,0.25,15.578725581800338,15.84779072871435,-0.26906514691401107,0.2431561997331509,0.24262805603606843,0.000528143697082456,0.06048325425395251,0.06047758388492589,5.670369026621047e-06,231.4,117.2,0.8525403097269397
0.00035,0.2,0.5,0.5,15.303210892955004,15.84779072871435,-0.544579835759345,0.24281323878000824,0.24262805603606843,0.0001851827439398046,0.060500439297458075,0.06047758388492589,2.2855412532184205e-05,222.6,117.2,0.8489238131484239
0.00035,0.2,1.0,0.0,15.707902888522067,15.84779072871435,-0.13988784019228184,0.24049704992196036,0.24262805603606843,-0.002131006114108075,0.060232229472488755,0.06047758388492589,-0.00024535441243713624,240.4,117.4,0.7875728709350811
0.00035,0.2,1.0,0.1,15.817177826792493,15.84779072871435,-0.03061290192185595,0.2440154462890216,0.24262805603606843,0.0013873902529531745,0.06082476938455017,0.06047758388492589,0.0003471854996242793,239.6,117.4,0.8466231762718571
0.00035,0.2,1.0,0.25,15.581025198049645,15.84779072871435,-0.26676553066470454,0.24317472834847353,0.24262805603606843,0.0005466723124050998,0.06046806308429407,0.06047758388492589,-9.5208006318237e-06,231.4,117.2,0.8413690469203875
0.00035,0.2,1.0,0.5,15.327626332890745,15.84779072871435,-0.5201643958236044,0.2429947633882576,0.24262805603606843,0.0003667073521891606,0.06049128029364324,0.06047758388492589,1.3696408717352171e-05,222.6,117.2,0.83985657943057
0.00035,0.3,0.0,0.0,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,144.8,50.2,0.8246003255289323
0.00035,0.3,0.0,0.1,15.950831964705936,15.84779072871435,0.10304123599158643,0.24341157088064985,0.24262805603606843,0.0007835148445814177,0.06040766849792194,0.06047758388492589,-6.991538700395344e-05,132.0,50.2,0.8681460890403632
0.00035,0.3,0.0,0.25,15.838569940957257,15.84779072871435,-0.009220787757092452,0.24293597608182474,0.24262805603606843,0.0003079200457563047,0.060069513766009344,0.06047758388492589,-0.0004080701189165467,147.0,50.2,0.8725804161938548
0.00035,0.3,0.0,0.5,15.684720991938192,15.84779072871435,-0.16306973677615666,0.24202586893693034,0.24262805603606843,-0.0006021870991380907,0.06002359523268861,0.06047758388492589,-0.00045398865223728047,144.0,50.2,0.8547105847890553
0.00035,0.3,0.5,0.0,15.816928861943506,15.84779072871435,-0.03086186677084335,0.24212660789166135,0.24262805603606843,-0.0005014481444070851,0.06045206227494563,0.06047758388492589,-2.5521609980261317e-05,144.8,50.2,0.8127060816257126
0.00035,0.3,0.5,0.1,15.947369926738727,15.84779072871435,0.09957919802437765,0.2433946009090377,0.24262805603606843,0.0007665448729692603,0.06040662101259094,0.06047758388492589,-7.096287233494813e-05,132.0,50.2,0.8602440722714926
0.00035,0.3,0.5,0.25,15.844201296992807,15.84779072871435,-0.0035894317215419136,0.24301286474894476,0.24262805603606843,0.0003848087128763278,0.06007122849400452,0.06047758388492589,-0.0004063553909213688,147.0,50.2,0.8717090504989979
0.00035,0.3,0.5,0.5,15.706383180038253,15.84779072871435,-0.14140754867609573,0.24220717848090642,0.24262805603606843,-0.00042087755516201364,0.06002738591668366,0.06047758388492589,-0.00045019796824222885,144.0,50.2,0.8515102711840072
0.00035,0.3,1.0,0.0,15.767594215679646,15.84779072871435,-0.08019651303470354,0.2413723116937363,0.24262805603606843,-0.001255744342332138,0.06041201205166631,0.06047758388492589,-6.557183325957977e-05,144.8,50.2,0.8018355147618186
0.00035,0.3,1.0,0.1,15.934079974087869,15.84779072871435,0.08628924537351956,0.24324412655862085,0.24262805603606843,0.0006160705225524143,0.06040242461343058,0.06047758388492589,-7.51592714953106e-05,132.0,50.2,0.8499199418483776
0.00035,0.3,1.0,0.25,15.842153107226148,15.84779072871435,-0.005637621488201461,0.24301254238744754,0.24262805603606843,0.0003844863513791097,0.06007298987461283,0.06047758388492589,-0.0004045940103130641,147.0,50.2,0.8577965516587043
0.00035,0.3,1.0,0.5,15.719581873541927,15.84779072871435,-0.12820885517242253,0.24230338842520127,0.24262805603606843,-0.0003246676108671631,0.06003124442631681,0.06047758388492589,-0.00044633945860907825,144.0,50.2,0.849436456576982
0.00035,0.4,0.0,0.0,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,96.2,20.8,0.8246003255289323
0.00035,0.4,0.0,0.1,15.96635412131605,15.84779072871435,0.11856339260170046,0.24318402885236684,0.24262805603606843,0.0005559728162984057,0.06042050190884576,0.06047758388492589,-5.708197608013388e-05,88.2,20.8,0.8678043484876092
0.00035,0.4,0.0,0.25,16.056152710915043,15.84779072871435,0.20836198220069413,0.2441394504360775,0.24262805603606843,0.001511394400009053,0.060350499374847176,0.06047758388492589,-0.0001270845100787149,99.6,20.8,0.8648607876600453
0.00035,0.4,0.0,0.5,16.04203894739156,15.84779072871435,0.19424821867721143,0.24508426121242194,0.24262805603606843,0.002456205176353504,0.06038479201317246,0.06047758388492589,-9.279187175342818e-05,100.0,20.8,0.8541548407732543
0.00035,0.4,0.5,0.0,15.824753785345706,15.84779072871435,-0.023036943368643037,0.2422763662750317,0.24262805603606843,-0.000351689761036722,0.06046113821004804,0.06047758388492589,-1.6445674877851868e-05,96.2,20.8,0.8193958127847429
0.00035,0.4,0.5,0.1,15.964991186197466,15.84779072871435,0.1172004574831167,0.24318113383852075,0.24262805603606843,0.000553077802452312,0.06041725767000496,0.06047758388492589,-6.032621492092771e-05,88.2,20.8,0.8622536900656048
0.00035,0.4,0.5,0.25,16.05976741437969,15.84779072871435,0.21197668566533956,0.24417928026696845,0.24262805603606843,0.0015512242309000113,0.06035035797017998,0.06047758388492589,-0.0001272259147459126,99.6,20.8,0.8612243951645592
0.00035,0.4,0.5,0.5,16.05377455517755,15.84779072871435,0.20598382646320168,0.24517699689309622,0.24262805603606843,0.0025489408570277816,0.06038414152641238,0.06047758388492589,-9.344235851350968e-05,100.0,20.8,0.8522646429897396
0.00035,0.4,1.0,0.0,15.788519330465556,15.84779072871435,-0.059271398248792906,0.24175742513899473,0.24262805603606843,-0.0008706308970737042,0.06044028872188639,0.06047758388492589,-3.729516303949826e-05,96.2,20.8,0.8138054215460944
0.00035,0.4,1.0,0.1,15.957183055511598,15.84779072871435,0.10939232679724853,0.24310500353545147,0.24262805603606843,0.00047694749938304026,0.06041153092846356,0.06047758388492589,-6.605295646232995e-05,88.2,20.8,0.8562592327794014
0.00035,0.4,1.0,0.25,16.0580114894372,15.84779072871435,0.21022076072284968,0.24416685023350643,0.24262805603606843,0.0015387941974379926,0.060349138114477806,0.06047758388492589,-0.00012844577044808514,99.6,20.8,0.8604835218015612
0.00035,0.4,1.0,0.5,16.058162428494267,15.84779072871435,0.21037169977991788,0.2451932115059195,0.24262805603606843,0.0025651554698510604,0.06038346490004257,0.06047758388492589,-9.411898488331794e-05,100.0,20.8,0.8473212445175419
0.0005,0.2,0.0,0.0,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,18.0,-1.0,0.8246003255289323
0.0005,0.2,0.0,0.1,15.858356507295492,15.84779072871435,0.010565778581142382,0.24253458677888262,0.24262805603606843,-9.346925718581311e-05,0.06041438243684557,0.06047758388492589,-6.320144808032169e-05,18.0,-1.0,0.8346030619392977
0.0005,0.2,0.0,0.25,15.860572284917941,15.84779072871435,0.012781556203592004,0.24243555505127284,0.24262805603606843,-0.00019250098479559052,0.06036896724592825,0.06047758388492589,-0.0001086166389976384,17.8,-1.0,0.8467836486998583
0.0005,0.2,0.0,0.5,15.861708853422872,15.84779072871435,0.013918124708522939,0.24230666036258222,0.24262805603606843,-0.00032139567348621334,0.060294233262127364,0.06047758388492589,-0.00018335062279852682,17.8,-1.0,0.8590338611745081
0.0005,0.2,0.5,0.0,15.846424920945083,15.84779072871435,-0.001365807769266425,0.24260915364343355,0.24262805603606843,-1.8902392634884135e-05,0.06047758388492589,0.06047758388492589,0.0,18.0,-1.0,0.8238858019696849
0.0005,0.2,0.5,0.1,15.857940419036007,15.84779072871435,0.0101496903216578,0.24253028573968974,0.24262805603606843,-9.777029637869639e-05,0.06041438243684557,0.06047758388492589,-6.320144808032169e-05,18.0,-1.0,0.8341068918264233
0.0005,0.2,0.5,0.25,15.860146286834237,15.84779072871435,0.012355558119887533,0.24243164455399097,0.24262805603606843,-0.00019641148207746872,0.06036896724592825,0.06047758388492589,-0.0001086166389976384,17.8,-1.0,0.8469255551722125
0.0005,0.2,0.5,0.5,15.861501281091838,15.84779072871435,0.013710552377489194,0.24230367663170777,0.24262805603606843,-0.0003243794043606696,0.060294233262127364,0.06047758388492589,-0.00018335062279852682,17.8,-1.0,0.8591062077696472
0.0005,0.2,1.0,0.0,15.843733836626987,15.84779072871435,-0.004056892087362485,0.24257282855636117,0.24262805603606843,-5.522747970726494e-05,0.06047758388492589,0.06047758388492589,0.0,18.0,-1.0,0.8247472531086973
0.0005,0.2,1.0,0.1,15.856853152857955,15.84779072871435,0.009062424143605696,0.24251846100287494,0.24262805603606843,-0.00010959503319349362,0.06041438243684557,0.06047758388492589,-6.320144808032169e-05,18.0,-1.0,0.8339948088918259
0.0005,0.2,1.0,0.25,15.859601731193795,15.84779072871435,0.011811002479445776,0.24242678829887349,0.24262805603606843,-0.00020126773719494895,0.06036896724592825,0.06047758388492589,-0.0001086166389976384,17.8,-1.0,0.846605857252837
0.0005,0.2,1.0,0.5,15.861100202876145,15.84779072871435,0.01330947416179562,0.24229872796742521,0.24262805603606843,-0.00032932806864321984,0.060294233262127364,0.06047758388492589,-0.00018335062279852682,17.8,-1.0,0.8562434007983077
0.0005,0.3,0.0,0.0,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.3,0.0,0.1,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.3,0.0,0.25,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.3,0.0,0.5,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.3,0.5,0.0,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.3,0.5,0.1,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.3,0.5,0.25,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.3,0.5,0.5,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.3,1.0,0.0,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.3,1.0,0.1,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.3,1.0,0.25,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.3,1.0,0.5,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.4,0.0,0.0,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.4,0.0,0.1,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.4,0.0,0.25,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
0.0005,0.4,0.0,0.5,15.84779072871435,15.84779072871435,0.0,0.24262805603606843,0.24262805603606843,0.0,0.06047758388492589,0.06047758388492589,0.0,0.0,-1.0,0.8246003255289323
